OK	1230	248	piglit/glsl2/gst-gl-luma-threshold.frag
OK	1234	236	piglit/glsl2/gst-gl-luma-to-curve.frag
OK	1341	252	piglit/glsl2/gst-gl-mirror.frag
OK	1080	126	piglit/glsl2/gst-gl-mosaic-f.frag
OK	1985	562	piglit/glsl2/gst-gl-mosaic-v.vert
OK	1249	227	piglit/glsl2/gst-gl-multiply.frag
OK	1315	247	piglit/glsl2/gst-gl-rgb-to-curve.frag
OK	2390	806	piglit/glsl2/gst-gl-sin.frag
OK	1915	620	piglit/glsl2/gst-gl-sobel.frag
OK	1448	317	piglit/glsl2/gst-gl-square.frag
OK	1389	285	piglit/glsl2/gst-gl-squeeze.frag
OK	1248	237	piglit/glsl2/gst-gl-sum.frag
OK	1736	566	piglit/glsl2/gst-gl-text-download-i420-yv12.frag
OK	1840	600	piglit/glsl2/gst-gl-text-download-yuy2-uyvy.frag
OK	1396	323	piglit/glsl2/gst-gl-text-upload-ayuv.frag
OK	1566	337	piglit/glsl2/gst-gl-text-upload-i420-yv12.frag
OK	1697	382	piglit/glsl2/gst-gl-text-upload-yuy2-uyvy.frag
OK	1760	341	piglit/glsl2/gst-gl-texture-interp.frag
OK	1611	337	piglit/glsl2/gst-gl-tunnel.frag
OK	1483	344	piglit/glsl2/gst-gl-twirl.frag
OK	1600	389	piglit/glsl2/gst-gl-vconv9.frag
OK	226	120	piglit/glsl2/if-03.vert
OK	229	123	piglit/glsl2/if-04.vert
OK	230	135	piglit/glsl2/implicit-conversion-01.vert
OK	256	107	piglit/glsl2/invariant-01.vert
OK	356	81	piglit/glsl2/invariant-02.vert
OK	119	45	piglit/glsl2/late-proto.vert
OK	296	123	piglit/glsl2/local-function-03.frag
OK	260	128	piglit/glsl2/loop-01.vert
OK	272	135	piglit/glsl2/loop-02.vert
PARSE_FAIL	175	175	piglit/glsl2/loop-03.vert
PARSE_FAIL	201	201	piglit/glsl2/loop-04.vert
OK	250	63	piglit/glsl2/loop-06.vert
OK	217	126	piglit/glsl2/loop-07.frag
OK	434	296	piglit/glsl2/matrix-07.vert
OK	387	143	piglit/glsl2/matrix-08.vert
OK	194	91	piglit/glsl2/matrix-10.vert
OK	146	52	piglit/glsl2/matrix-11.vert
OK	155	61	piglit/glsl2/matrix-12.vert
OK	217	134	piglit/glsl2/max-uvec3.vert
OK	1985	796	piglit/glsl2/norsetto-bumptbn_sh_fp.frag
OK	1157	343	piglit/glsl2/norsetto-bumptbn_sh_fp.vert
OK	131	37	piglit/glsl2/parameters-02.vert
OK	213	121	piglit/glsl2/pragma-01.vert
OK	352	75	piglit/glsl2/pragma-02.vert
PARSE_FAIL	444	444	piglit/glsl2/pragma-07.vert
OK	491	256	piglit/glsl2/pragma-08.frag
OK	119	27	piglit/glsl2/precision-02.vert
OK	145	37	piglit/glsl2/precision-04.vert
OK	388	38	piglit/glsl2/precision-05.vert
OK	238	86	piglit/glsl2/precision-06.vert
OK	290	94	piglit/glsl2/preprocessor-01.frag
OK	249	84	piglit/glsl2/redeclaration-01.vert
OK	265	107	piglit/glsl2/redeclaration-02.vert
OK	386	89	piglit/glsl2/redeclaration-09.vert
OK	207	65	piglit/glsl2/redeclaration-12.vert
OK	209	72	piglit/glsl2/redeclaration-14.vert
OK	267	84	piglit/glsl2/redeclaration-16.vert
OK	204	107	piglit/glsl2/repeated-channel-assignment.vert
OK	245	130	piglit/glsl2/struct-03.vert
OK	191	84	piglit/glsl2/struct-04.vert
OK	288	139	piglit/glsl2/struct-06.frag
OK	146	52	piglit/glsl2/swiz-01.vert
OK	174	78	piglit/glsl2/tex_rect-01.frag
OK	277	59	piglit/glsl2/tex_rect-03.frag
OK	192	81	piglit/glsl2/tex_rect-04.frag
OK	196	81	piglit/glsl2/tex_rect-05.frag
OK	196	81	piglit/glsl2/tex_rect-06.frag
OK	197	87	piglit/glsl2/tex_rect-07.frag
OK	201	87	piglit/glsl2/tex_rect-08.frag
OK	162	33	piglit/glsl2/unary-plus.frag
OK	209	114	piglit/glsl2/uniform-01.vert
PARSE_FAIL	47205	47205	piglit/glsl2/xonotic-vs-generic-diffuse.vert
OK	2154	441	piglit/glsl2/xreal-lighting-d-omni.frag
OK	1621	222	piglit/glsl2/xreal-lighting-d-omni.vert
OK	2282	512	piglit/glsl2/xreal-lighting-db-omni.frag
OK	1970	366	piglit/glsl2/xreal-lighting-db-omni.vert
OK	2782	719	piglit/glsl2/xreal-lighting-dbs-omni.frag
OK	2106	414	piglit/glsl2/xreal-lighting-dbs-omni.vert
OK	176	84	piglit/shaders/CorrectBuiltInOveride.frag
ROUNDTRIP_FAIL	339	194	piglit/shaders/CorrectComma.frag
OK	733	373	piglit/shaders/CorrectConstFolding1.vert
OK	13278	6906	piglit/shaders/CorrectConstFolding2.vert
OK	527	346	piglit/shaders/CorrectConstruct.vert
OK	195	63	piglit/shaders/CorrectExtension1.V110.frag
OK	628	272	piglit/shaders/CorrectExtension10.V110.frag
OK	303	114	piglit/shaders/CorrectExtension4.V110.frag
PARSE_FAIL	5712	5712	piglit/shaders/CorrectFull.frag
PARSE_FAIL	12504	12504	piglit/shaders/CorrectFull.vert
OK	260	129	piglit/shaders/CorrectFuncOverload.frag
OK	405	206	piglit/shaders/CorrectFuncOverload.vert
OK	10501	4156	piglit/shaders/CorrectFunction.vert
OK	536	330	piglit/shaders/CorrectFunction1.vert
PARSE_FAIL	699	699	piglit/shaders/CorrectMatComma.frag
PARSE_FAIL	434	434	piglit/shaders/CorrectMatComma2.frag
OK	934	517	piglit/shaders/CorrectModule.frag
OK	544	358	piglit/shaders/CorrectParse1.frag
OK	2440	1065	piglit/shaders/CorrectParse2.frag
OK	2623	1152	piglit/shaders/CorrectParse2.vert
OK	518	297	piglit/shaders/CorrectParseTest.frag
